lineup,stationId,name,channel,callSign,type,affiliateId,affiliateCallSign,bcastLangs,imageUri,imageHeight,imageWidth,imageCategory,signalType,videoType,truResolution
X-M3U,110477,,385,HERICNS,,,,,https://tmsimg.fancybits.co/assets/s110477_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,72094,,386,FMHD,,,,,https://tmsimg.fancybits.co/assets/s72094_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,74978,,388,JBS,,,,,https://tmsimg.fancybits.co/assets/s74978_ll_h9_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,11331,,390,WCBS,,10098,CBS,,https://tmsimg.fancybits.co/assets/s10098_ll_h15_ac.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,16689,,390,WCBSDT,,10098,CBS,,https://tmsimg.fancybits.co/assets/s28711_h3_ba.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,10367,,391,KCBS,,10098,CBS,,https://tmsimg.fancybits.co/assets/s10098_ll_h15_ac.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,19567,,391,KCBSDT,,10098,CBS,,https://tmsimg.fancybits.co/assets/s28711_h3_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,11705,,392,WNBC,,10991,NBC,,https://tmsimg.fancybits.co/assets/s10991_h3_ba.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,20459,,392,WNBCDT,,10991,NBC,,https://tmsimg.fancybits.co/assets/s28717_h3_ba.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,10590,,393,KNBC,,10991,NBC,,https://tmsimg.fancybits.co/assets/s10991_ll_h15_ad.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,19568,,393,KNBCDT,,10991,NBC,,https://tmsimg.fancybits.co/assets/s28717_ll_h15_ad.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,11450,,394,WDCW,,51306,CW,,https://tmsimg.fancybits.co/assets/s51306_ll_h15_ac.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,10724,,395,KTLA,,51306,CW,,https://tmsimg.fancybits.co/assets/s51306_ll_h15_ac.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,19515,,395,KTLADT,,51306,CW,,https://tmsimg.fancybits.co/assets/s53098_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,11259,,396,WABC,,10003,ABC,,https://tmsimg.fancybits.co/assets/s10003_h3_aa.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,20453,,396,WABCDT,,10003,ABC,,https://tmsimg.fancybits.co/assets/s28708_h3_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 720p
X-M3U,10309,,397,KABC,,10003,ABC,,https://tmsimg.fancybits.co/assets/s10003_h3_aa.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,19570,,397,KABCDT,,10003,ABC,,https://tmsimg.fancybits.co/assets/s28708_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 720p
X-M3U,11746,,398,WNYW,,10212,FOX,,https://tmsimg.fancybits.co/assets/s10212_ll_h15_ab.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,20360,,398,WNYWDT,,10212,FOX,,https://tmsimg.fancybits.co/assets/s28719_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 720p
X-M3U,10741,,399,KTTV,,10212,FOX,,https://tmsimg.fancybits.co/assets/s10212_ll_h15_ab.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,20450,,399,KTTVDT,,10212,FOX,,https://tmsimg.fancybits.co/assets/s28719_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 720p
X-M3U,16910,,400,PPV,,,,,sources/generic/generic_sources_h3.png,,,,Digital,SDTV,
X-M3U,62957,,401,DT401,,,,,sources/generic/generic_sources_h3.png,,,,Digital,SDTV,
X-M3U,11118,,402,UNI,,11118,UNI,,https://tmsimg.fancybits.co/assets/s11118_h3_aa.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,68049,,402,UNIHD,,11118,UNI,,https://tmsimg.fancybits.co/assets/s11118_h3_ba.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,14762,,403,UNIP,,11118,UNI,,https://tmsimg.fancybits.co/assets/s11118_h3_aa.png?w=360&h=270,270,360,Logo,Analog,,
X-M3U,10222,,404,GALA,,,,,https://tmsimg.fancybits.co/assets/s10222_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,68367,,404,GALAHD,,,,,https://tmsimg.fancybits.co/assets/s68367_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,58698,,405,MEGAUS,,,,,https://tmsimg.fancybits.co/assets/s58698_ll_h9_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,69301,,405,MEGAUSH,,58698,MEGAUS,,https://tmsimg.fancybits.co/assets/s58698_ll_h9_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,
X-M3U,77606,,406,TELESAT,,,,,https://tmsimg.fancybits.co/assets/s10239_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,109979,,407,TELESAP,,,,,https://tmsimg.fancybits.co/assets/s10239_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,31541,,408,UNIMWST,,,,,https://tmsimg.fancybits.co/assets/s29058_h3_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,68040,,408,UNIMPHD,,29058,UNIMAS,,https://tmsimg.fancybits.co/assets/s29058_h3_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,102305,,409,VEPTVU,,,,,https://tmsimg.fancybits.co/assets/s99240_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,14791,,410,UNVSO,,,,,https://tmsimg.fancybits.co/assets/s14791_h3_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,91588,,410,UNVSOHD,,,,,https://tmsimg.fancybits.co/assets/s91588_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,HDTV,
X-M3U,108573,,411,TEFEIHD,,,,,https://tmsimg.fancybits.co/assets/s100066_ll_h15_ad.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,16189,,411,TEFEI,,,,,https://tmsimg.fancybits.co/assets/s100066_ll_h15_ad.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,95743,,412,MMTVUS,,,,,https://tmsimg.fancybits.co/assets/s95743_ll_h15_ae.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,19247,,413,DSCE,,,,,https://tmsimg.fancybits.co/assets/s19247_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,
X-M3U,44322,,414,WAPAUS,,,,,https://tmsimg.fancybits.co/assets/s63389_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,25615,,415,VROLA,,,,,https://tmsimg.fancybits.co/assets/s25615_ll_h15_ad.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,33431,,416,NUESTRT,,,,,https://tmsimg.fancybits.co/assets/s33431_ll_h15_ad.png?w=360&h=270,270,360,Logo,Digital,HDTV,
X-M3U,39719,,417,CARAI,,,,,https://tmsimg.fancybits.co/assets/s39719_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,61988,,418,NTN24,,,,,https://tmsimg.fancybits.co/assets/s61988_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,17054,,419,CNNL,,,,,https://tmsimg.fancybits.co/assets/s17054_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,91998,,420,ATRESSE,,,,,https://tmsimg.fancybits.co/assets/s90917_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,62125,,422,CINESTE,,,,,https://tmsimg.fancybits.co/assets/s62125_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,62401,,423,CINLUS,,,,,https://tmsimg.fancybits.co/assets/s15296_h3_ba.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,60631,,424,CINENOS,,,,,https://tmsimg.fancybits.co/assets/s60631_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,70337,,425,BABYUS,,,,,https://tmsimg.fancybits.co/assets/s70337_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,102905,,426,STZESPS,,,,,https://tmsimg.fancybits.co/assets/s102905_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,44448,,428,CENTROA,,,,,https://tmsimg.fancybits.co/assets/s44448_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,60690,,429,TLCN,,,,,https://tmsimg.fancybits.co/assets/s60690_ll_h9_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,
X-M3U,62161,,430,HOLATV,,,,,https://tmsimg.fancybits.co/assets/s82970_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,50335,,431,PMAGIC,,,,,https://tmsimg.fancybits.co/assets/s50335_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,97041,,432,ZOOMOOD,,,,,https://tmsimg.fancybits.co/assets/s89920_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,54867,,433,BANDAUS,,,,,https://tmsimg.fancybits.co/assets/s18101_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,114881,,434,HOGARHD,,,,,https://tmsimg.fancybits.co/assets/s114881_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,87063,,434,HOGAR,,,,,https://tmsimg.fancybits.co/assets/s87063_ll_h9_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,72449,,435,NGMUNDO,,,,,https://tmsimg.fancybits.co/assets/s72449_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,58428,,436,DFAM,,,,,https://tmsimg.fancybits.co/assets/s99630_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,16046,,437,TVNI,,,,,https://tmsimg.fancybits.co/assets/s16046_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,44644,,438,ECUAVI,,,,,https://tmsimg.fancybits.co/assets/s60332_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,46753,,439,SURPERU,,,,,https://tmsimg.fancybits.co/assets/s46753_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,55250,,440,VME,,,,,https://tmsimg.fancybits.co/assets/s55250_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,65064,,442,ESTRLLA,,,,,https://tmsimg.fancybits.co/assets/s65064_ll_h15_af.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 720p
X-M3U,43362,,443,HISTE,,,,,https://tmsimg.fancybits.co/assets/s105678_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,61776,,444,PASNUS,,,,,https://tmsimg.fancybits.co/assets/s71621_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,18715,,445,TR3S,,,,,https://tmsimg.fancybits.co/assets/s18715_ll_h15_ao.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,91060,,446,CNL22,,,,,https://tmsimg.fancybits.co/assets/s91071_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,36139,,447,CANAL11,,,,,https://tmsimg.fancybits.co/assets/s116166_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,33527,,448,ENLUSA,,,,,https://tmsimg.fancybits.co/assets/s33527_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,76408,,449,SOCINH,,,,,https://tmsimg.fancybits.co/assets/s109720_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,35401,,451,DEPELUS,,,,,https://tmsimg.fancybits.co/assets/s16288_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,
X-M3U,33628,,452,DEPELC,,,,,https://tmsimg.fancybits.co/assets/s33628_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,76964,,453,NMASFOR,,,,,https://tmsimg.fancybits.co/assets/s66635_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,74550,,454,UNITLNO,,,,,https://tmsimg.fancybits.co/assets/s74550_h3_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,100858,,455,DT455,,,,,sources/generic/generic_sources_h3.png,,,,Digital,SDTV,
X-M3U,46421,,456,ESNE,,,,,https://tmsimg.fancybits.co/assets/s46421_ll_h9_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,122139,,457,TCIE,,,,,sources/generic/generic_sources_h3.png,,,,Digital,HDTV,HD 1080i
X-M3U,16800,,458,ANT3I,,,,,https://tmsimg.fancybits.co/assets/s16800_ll_h9_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,82808,,459,A3CINE,,,,,https://tmsimg.fancybits.co/assets/s82808_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,16217,,460,TVEI,,,,,https://tmsimg.fancybits.co/assets/s16217_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,17142,,461,HITN,,,,,https://tmsimg.fancybits.co/assets/s17142_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,44714,,462,CMEX,,,,,https://tmsimg.fancybits.co/assets/s44714_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,132423,,463,DSTRESP,,,,,https://tmsimg.fancybits.co/assets/s132423_h3_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,TruHD Uncooperative
X-M3U,75176,,464,TUDNU,,,,,https://tmsimg.fancybits.co/assets/s75176_h3_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,77033,,464,TUDNUH,,,,,https://tmsimg.fancybits.co/assets/s75176_ll_h15_ae.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,15377,,465,FXDEP,,,,,https://tmsimg.fancybits.co/assets/s15377_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,72189,,465,FXDEPHD,,,,,https://tmsimg.fancybits.co/assets/s15377_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 720p
X-M3U,25595,,466,ESPND,,,,,https://tmsimg.fancybits.co/assets/s25595_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,71914,,466,ESPNDHD,,,,,https://tmsimg.fancybits.co/assets/s71914_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 720p
X-M3U,32161,,468,GOLTV,,,,,https://tmsimg.fancybits.co/assets/s32161_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,111046,,469,TYCINUH,,,,,https://tmsimg.fancybits.co/assets/s16275_h3_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,20612,,471,MLSSO,,,,,https://tmsimg.fancybits.co/assets/s50126_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,106819,,472,NSTRAVI,,,,,https://tmsimg.fancybits.co/assets/s106819_h3_ba.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,122482,,473,ESTNWSD,,,,,sources/generic/generic_sources_h3.png,,,,Digital,SDTV,
X-M3U,16292,,474,MNMX,,,,,https://tmsimg.fancybits.co/assets/s16292_ll_h9_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,52649,,475,EWTNES,,,,,https://tmsimg.fancybits.co/assets/s52649_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,21043,,476,MLSSO6,,,,,sources/generic/generic_sources_h3.png,,,,Digital,SDTV,
X-M3U,60403,,477,MLSSO7,,,,,https://tmsimg.fancybits.co/assets/s50126_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,60404,,478,MLSSO8,,,,,sources/generic/generic_sources_h3.png,,,,Digital,SDTV,
X-M3U,10240,,501,HBO,,,,,https://tmsimg.fancybits.co/assets/s10240_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,19548,,501,HBOHD,,,,,https://tmsimg.fancybits.co/assets/s19548_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,10241,,502,HBOHTS,,,,,https://tmsimg.fancybits.co/assets/GNLZZGG0029BBSR.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,59368,,502,HBOHTHD,,,,,https://tmsimg.fancybits.co/assets/GNLZZGG0029BBSR.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,10243,,503,HBODRMA,,,,,https://tmsimg.fancybits.co/assets/s10243_h3_ba.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,59363,,503,HBODRHD,,,,,https://tmsimg.fancybits.co/assets/s59363_h3_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,10244,,504,HBOP,,,,,https://tmsimg.fancybits.co/assets/s10240_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,19566,,504,HBOHDP,,,,,https://tmsimg.fancybits.co/assets/s19548_h3_ba.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,10242,,505,HBOHTP,,,,,https://tmsimg.fancybits.co/assets/s59368_h3_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,59355,,505,HBOHHDP,,,,,https://tmsimg.fancybits.co/assets/s59368_h3_ba.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,59839,,506,HBOCHD,,,,,https://tmsimg.fancybits.co/assets/s59839_h3_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,59845,,509,HBOMVHD,,,,,https://tmsimg.fancybits.co/assets/GNLZZGG0029BBXT.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,24553,,511,HBOLAT,,,,,https://tmsimg.fancybits.co/assets/s24553_h3_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,59837,,511,HBOLAHD,,,,,https://tmsimg.fancybits.co/assets/s24553_h3_ba.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,10120,,515,MAX,,,,,https://tmsimg.fancybits.co/assets/s10120_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,34933,,515,MAXHD,,,,,https://tmsimg.fancybits.co/assets/s34933_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,12508,,516,MAXP,,,,,https://tmsimg.fancybits.co/assets/s10120_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,35975,,516,MAXHDP,,,,,https://tmsimg.fancybits.co/assets/s34933_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,10121,,517,CINEHIT,,,,,https://tmsimg.fancybits.co/assets/s10121_h3_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,59373,,517,CINEHHD,,,,,https://tmsimg.fancybits.co/assets/GNLZZGG0029CKC9.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,59948,,519,CINACHD,,,,,https://tmsimg.fancybits.co/assets/GNLZZGG0029BC3L.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,59961,,520,CINCLHD,,,,,https://tmsimg.fancybits.co/assets/GNLZZGG0029CS01.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,59965,,523,CMAXHD,,,,,https://tmsimg.fancybits.co/assets/s59965_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,12719,,525,STARZ,,,,,https://tmsimg.fancybits.co/assets/s12719_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,34941,,525,STZHD,,,,,https://tmsimg.fancybits.co/assets/s34941_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,12741,,526,STARZP,,,,,https://tmsimg.fancybits.co/assets/s12719_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,34949,,526,STZHDP,,,,,https://tmsimg.fancybits.co/assets/s34941_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,57581,,527,STZKHD,,,,,https://tmsimg.fancybits.co/assets/s57581_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,57569,,528,STZCHD,,,,,https://tmsimg.fancybits.co/assets/s57569_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,16311,,529,STZE,,,,,https://tmsimg.fancybits.co/assets/s16311_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,57573,,529,STZEHD,,,,,https://tmsimg.fancybits.co/assets/s57573_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,16833,,530,STZIB,,,,,https://tmsimg.fancybits.co/assets/s16833_h3_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,67235,,530,STRZIBH,,,,,https://tmsimg.fancybits.co/assets/s67235_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,67236,,531,STRZCIH,,,,,https://tmsimg.fancybits.co/assets/s67236_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,10178,,535,STZENC,,,,,https://tmsimg.fancybits.co/assets/s10178_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,36225,,535,STZENHD,,,,,https://tmsimg.fancybits.co/assets/s36225_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,17125,,536,STZENCP,,,,,https://tmsimg.fancybits.co/assets/s10178_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,14764,,537,STZENCL,,,,,https://tmsimg.fancybits.co/assets/s14764_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,102906,,538,STZEWSS,,,,,https://tmsimg.fancybits.co/assets/s102906_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,14766,,539,STZENSU,,,,,https://tmsimg.fancybits.co/assets/s14766_h3_ba.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,14870,,540,STZENBK,,,,,https://tmsimg.fancybits.co/assets/s14870_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,14871,,541,STZENAC,,,,,https://tmsimg.fancybits.co/assets/s14871_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,72015,,541,SZEAHD,,,,,https://tmsimg.fancybits.co/assets/s72015_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,102903,,542,STZENFS,,,,,https://tmsimg.fancybits.co/assets/s102903_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,11115,,545,PARSHO,,,,,https://tmsimg.fancybits.co/assets/s11115_ll_h15_ad.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,21868,,545,PARSHOH,,,,,https://tmsimg.fancybits.co/assets/s21868_ll_h15_ad.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,11117,,546,PARSHOW,,,,,https://tmsimg.fancybits.co/assets/s11115_ll_h15_ad.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,22532,,546,PASHOHW,,,,,https://tmsimg.fancybits.co/assets/s21868_ll_h15_ad.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,11116,,547,SHO2,,,,,https://tmsimg.fancybits.co/assets/s11116_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,58533,,547,SHO2HD,,,,,https://tmsimg.fancybits.co/assets/s58533_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,20622,,548,SHOBET,,,,,https://tmsimg.fancybits.co/assets/s20622_h3_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,68340,,548,SHOBETH,,,,,https://tmsimg.fancybits.co/assets/s68340_ll_h15_ab.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,18086,,549,SHOWX,,,,,https://tmsimg.fancybits.co/assets/s18086_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,60947,,549,SHOWXHD,,,,,https://tmsimg.fancybits.co/assets/s60947_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,61001,,550,SHOCSHD,,,,,https://tmsimg.fancybits.co/assets/s61001_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,68342,,551,NEXTHD,,,,,https://tmsimg.fancybits.co/assets/s68342_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,103892,,552,FAMZHD,,,,,https://tmsimg.fancybits.co/assets/s25274_ll_h15_ac.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,11160,,553,TMC,,,,,https://tmsimg.fancybits.co/assets/s11160_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,35329,,553,TMCHD,,,,,https://tmsimg.fancybits.co/assets/s35329_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,12509,,554,TMCP,,,,,https://tmsimg.fancybits.co/assets/s11160_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,60951,,555,TMCXHD,,,,,https://tmsimg.fancybits.co/assets/s60951_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,10201,,556,FLIX,,,,,https://tmsimg.fancybits.co/assets/s10201_ll_h15_aa.png?w=360&h=270,270,360,Logo,Digital,SDTV,
X-M3U,65687,,558,MGMHD,,,,,https://tmsimg.fancybits.co/assets/s65687_ll_h15_ag.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
X-M3U,67929,,559,MGMHTH,,,,,https://tmsimg.fancybits.co/assets/s67929_ll_h15_ad.png?w=360&h=270,270,360,Logo,Digital,HDTV,HD 1080i
